PacketCounter,SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Mag_X,Mag_Y,Mag_Z,Status
1722,259956464,0.999957463220604,-0.000298,0.009217,0.000171,-0.028160,0.027351,0.163688,0.492676,-0.260010,-0.629883,0
1723,259973131,0.999950582295142,0.001752,0.009784,-0.000189,-0.027567,0.024559,0.158493,0.504639,-0.265381,-0.614502,0
1724,259989798,0.999941911406135,0.005422,0.009205,-0.001429,-0.039900,0.028832,0.162670,0.521484,-0.270752,-0.601318,0
1725,260006465,0.999926261129656,0.009101,0.007359,-0.003240,-0.060509,0.037469,0.156059,0.531738,-0.276123,-0.588867,0
1726,260023132,0.999903388754742,0.009799,0.008415,-0.005136,-0.060686,0.037707,0.175245,0.540283,-0.284424,-0.574463,0
1727,260039799,0.999870715370979,0.006313,0.014226,-0.004041,-0.043139,0.042173,0.181649,0.561035,-0.286621,-0.552734,0
1728,260056466,0.999906326825694,0.006278,0.011488,-0.003995,-0.043249,0.038492,0.167248,0.579834,-0.284912,-0.531250,0
1729,260073133,0.999926670230485,0.007823,0.008564,-0.003480,-0.052949,0.037548,0.141879,0.596680,-0.291748,-0.514893,0
1730,260089800,0.999938379027176,0.008233,0.006632,-0.003388,-0.060728,0.043425,0.141696,0.600586,-0.294189,-0.503418,0
1731,260106467,0.999954287311784,0.007336,0.005140,-0.003346,-0.056991,0.046700,0.159241,0.612549,-0.298096,-0.491455,0
1732,260123134,0.999941733412347,0.007256,0.007693,-0.002165,-0.059614,0.062337,0.149465,0.616455,-0.305908,-0.479492,0
1733,260139801,0.999983478983347,0.004715,0.002617,-0.001992,-0.060265,0.063465,0.161315,0.627930,-0.307861,-0.470947,0
1734,260156468,0.999979480363447,0.001486,-0.006094,-0.001303,-0.056493,0.057159,0.147100,0.621826,-0.307373,-0.474854,0
1735,260173135,0.999859040674109,-0.002960,-0.016117,-0.003657,-0.072003,0.046282,0.152080,0.605957,-0.300049,-0.501953,0
1736,260189802,0.999794607410435,-0.004789,-0.018909,-0.005501,-0.070218,0.055018,0.137862,0.585205,-0.289551,-0.533203,0
1737,260206469,0.999868180075859,-0.005516,-0.014336,-0.005261,-0.034672,0.058420,0.146075,0.566406,-0.274414,-0.557617,0
1738,260223136,0.999959066812394,-0.003905,-0.007008,-0.004184,-0.034941,0.051708,0.139841,0.555908,-0.260986,-0.570068,0
1739,260239803,0.999991200441157,-0.001430,-0.000759,-0.003870,-0.041380,0.044931,0.136164,0.552490,-0.252686,-0.574707,0
1740,260256470,0.999990848548504,0.000918,0.001497,-0.003901,-0.047303,0.039718,0.132073,0.558105,-0.245850,-0.577637,0
1741,260273137,0.999986756376007,0.002445,0.000806,-0.004457,-0.045094,0.040613,0.142620,0.559814,-0.246826,-0.572510,0
1742,260289804,0.999990360580884,0.000482,0.001173,-0.004204,-0.038493,0.054123,0.143554,0.559082,-0.240967,-0.572510,0
1743,260306471,0.999991946604588,-0.001668,0.002857,-0.002272,-0.054984,0.053011,0.124605,0.566162,-0.234375,-0.569092,0
1744,260323138,0.999993504782575,-0.001876,0.002951,-0.000874,-0.072529,0.047068,0.127440,0.572510,-0.232422,-0.566650,0
1745,260339805,0.999992893865013,-0.002107,-0.002933,-0.001081,-0.091805,0.032901,0.125546,0.570557,-0.229492,-0.569092,0
1746,260356472,0.999977293684316,-0.000544,-0.006543,-0.001517,-0.067847,0.035931,0.131230,0.561035,-0.227539,-0.574219,0
1747,260373139,0.999967796333051,-0.000519,-0.007961,-0.000875,-0.029682,0.045928,0.139013,0.553223,-0.226562,-0.589111,0
1748,260389806,0.999962624134245,-0.005028,-0.006921,0.001253,-0.050996,0.053150,0.138809,0.541260,-0.219238,-0.598633,0
1749,260406473,0.999914783731418,-0.008941,-0.008913,0.003324,-0.071124,0.039869,0.122492,0.532715,-0.212402,-0.612549,0
1750,260423140,0.999836870536894,-0.011622,-0.013576,0.002617,-0.080760,0.028796,0.124893,0.512939,-0.201660,-0.632324,0
1751,260439807,0.999825021020765,-0.008610,-0.016447,0.002301,-0.063120,0.025091,0.120166,0.489258,-0.191162,-0.655762,0
1752,260456474,0.999713273472347,-0.007011,-0.022574,0.003823,-0.054562,0.012757,0.113533,0.454834,-0.183350,-0.683838,0
1753,260473141,0.999507451908694,-0.003845,-0.030628,0.005657,-0.063468,0.012603,0.120118,0.413330,-0.183594,-0.717529,0
1754,260489808,0.999190563423268,-0.001761,-0.039846,0.005237,-0.061896,0.010663,0.130773,0.346924,-0.184570,-0.758545,0
1755,260506475,0.999287787139659,-0.001873,-0.037475,0.004005,0.002854,0.022902,0.178843,0.272461,-0.187256,-0.800781,0
1756,260523142,0.999693003105075,-0.000563,-0.024205,0.005262,0.045009,0.043253,0.176959,0.221924,-0.193604,-0.819580,0
1757,260539809,0.999874542119364,0.002395,-0.014337,0.006294,0.050118,0.025146,0.171888,0.189453,-0.197266,-0.832031,0
1758,260556476,0.999917747664040,0.005206,-0.009545,0.006803,0.021841,0.018681,0.166687,0.169678,-0.211914,-0.840576,0
1759,260573143,0.999922250892141,0.007672,-0.008022,0.005681,0.014792,0.026709,0.162657,0.150146,-0.227783,-0.840576,0
1760,260589810,0.999950303060603,0.006285,-0.005498,0.005447,0.038904,0.053026,0.164226,0.140625,-0.244629,-0.842529,0
1761,260606477,0.999961192455718,0.005660,-0.002186,0.006387,0.030981,0.053810,0.151520,0.131348,-0.257812,-0.845459,0
1762,260623144,0.999950595616504,0.006145,-0.004475,0.006404,0.012295,0.035484,0.131452,0.124512,-0.274658,-0.842041,0
1763,260639811,0.999941503594201,0.006615,-0.006898,0.005064,0.027817,0.053721,0.143186,0.110840,-0.289551,-0.843994,0
1764,260656478,0.999946128470703,0.004910,-0.008358,0.003713,0.025144,0.054486,0.149712,0.094238,-0.301270,-0.845947,0
1765,260673145,0.999923923241510,0.003848,-0.011174,0.003533,0.035132,0.057181,0.141439,0.072510,-0.310547,-0.849365,0
1766,260689812,0.999955180909526,0.003266,-0.008436,0.002793,0.061220,0.057744,0.168437,0.053467,-0.318604,-0.852783,0
1767,260706479,0.999980579765637,0.001785,-0.005142,0.003036,0.061284,0.047553,0.159537,0.044678,-0.325439,-0.854736,0
1768,260723146,0.999991156794729,0.002424,-0.002930,0.001795,0.058393,0.042929,0.163171,0.034424,-0.329834,-0.856689,0
1769,260739813,0.999984771158658,0.004563,-0.002729,0.001478,0.048084,0.031742,0.159551,0.026611,-0.337646,-0.854248,0
1770,260756480,0.999969697704647,0.007157,-0.002959,0.000794,0.030484,0.037111,0.159657,0.023682,-0.349121,-0.852295,0
1771,260773147,0.999962676537302,0.008064,-0.003074,-0.000417,0.041644,0.039231,0.156970,0.016846,-0.364746,-0.851318,0
1772,260789814,0.999962763193748,0.007842,-0.002782,-0.002290,0.034365,0.078262,0.159666,0.011230,-0.379150,-0.845703,0
1773,260806481,0.999971220614969,0.006262,-0.001861,-0.003858,0.036269,0.078129,0.151966,0.005859,-0.392334,-0.847656,0
1774,260823148,0.999962018514209,0.005184,-0.004183,-0.005621,0.060636,0.096437,0.153967,0.005371,-0.398438,-0.842773,0
1775,260839815,0.999962733836702,0.004133,-0.004661,-0.005977,0.068753,0.096434,0.144703,-0.002441,-0.404297,-0.839355,0
1776,260856482,0.999975628077418,0.004385,-0.004025,-0.003649,0.079715,0.076231,0.143927,-0.010254,-0.411621,-0.840332,0
1777,260873149,0.999974773048539,0.004665,-0.004849,-0.002274,0.058015,0.063429,0.133581,-0.017578,-0.418945,-0.838623,0
1778,260889816,0.999978127201310,0.004933,-0.004399,0.000239,0.067239,0.025989,0.138541,-0.023438,-0.431396,-0.837646,0
1779,260906483,0.999970340974446,0.006993,-0.002482,0.002062,0.079612,0.008395,0.150730,-0.033203,-0.436035,-0.833740,0
1780,260923150,0.999943289272615,0.010267,-0.001479,0.002413,0.082335,0.035465,0.144228,-0.034912,-0.460693,-0.827148,0
1781,260939817,0.999961025664822,0.008793,-0.000599,0.000519,0.059385,0.081183,0.148553,-0.035400,-0.476074,-0.820801,0
1782,260956484,0.999975526108364,0.006679,-0.000911,-0.001874,0.073775,0.072996,0.149261,-0.040283,-0.490234,-0.816162,0
1783,260973151,0.999975696505336,0.005257,-0.000403,-0.004561,0.067585,0.072205,0.145472,-0.035156,-0.502197,-0.810791,0
1784,260989818,0.999975429134860,0.003499,0.000192,-0.006072,0.040685,0.095143,0.142965,-0.032715,-0.504150,-0.809082,0
1785,261006485,0.999975689803471,0.001035,-0.000900,-0.006837,0.037821,0.106928,0.134553,-0.026855,-0.507568,-0.808105,0
1786,261023152,0.999974822529542,0.000504,-0.001878,-0.006824,0.048052,0.106574,0.137026,-0.029297,-0.504150,-0.809082,0
1787,261039819,0.999981674009081,-0.001057,-0.002587,-0.005371,0.050637,0.115465,0.143709,-0.030762,-0.500244,-0.809082,0
1788,261056486,0.999987805922558,-0.002748,-0.001385,-0.003862,0.053772,0.091553,0.132396,-0.031738,-0.497314,-0.810303,0
1789,261073153,0.999988701672270,-0.003663,0.000156,-0.003026,0.077559,0.065163,0.139869,-0.028320,-0.484863,-0.811768,0
1790,261089820,0.999997400774615,-0.000159,0.000543,-0.002209,0.070713,0.045905,0.128532,-0.030273,-0.486328,-0.814209,0
1791,261106487,0.999996352850540,0.001661,0.000911,-0.001924,0.070872,0.070564,0.149937,-0.024902,-0.484863,-0.815186,0
1792,261123154,0.999993527285292,0.003449,0.000479,-0.000907,0.059223,0.065633,0.147204,-0.024414,-0.492432,-0.810791,0
1793,261139821,0.999998673586873,0.001414,0.000633,-0.000505,0.060990,0.068461,0.150004,-0.024902,-0.493164,-0.809326,0
1794,261156488,0.999995781989031,0.002685,0.000921,-0.000614,0.069718,0.037666,0.144733,-0.020508,-0.498779,-0.805176,0
1795,261173155,0.999985789496853,0.005041,0.001431,-0.000979,0.056792,0.089008,0.127483,-0.016846,-0.509033,-0.804199,0
1796,261189822,0.999993803467478,0.003445,-0.000704,0.000173,0.069022,0.064064,0.119610,-0.016357,-0.515869,-0.797607,0
1797,261206489,0.999952017199762,0.009762,-0.000777,0.000256,0.051503,0.010122,0.103599,-0.023193,-0.525391,-0.796143,0
1798,261223156,0.999902958222232,0.013915,0.000057,-0.000675,0.038725,0.042711,0.126491,-0.022461,-0.550293,-0.782715,0
1799,261239823,0.999930839001028,0.011530,0.000540,-0.002253,0.032773,0.077032,0.136603,-0.021729,-0.573486,-0.773682,0
1800,261256490,0.999970494251201,0.007082,-0.000437,-0.002943,0.028244,0.118813,0.137992,-0.013428,-0.585938,-0.765137,0
1801,261273157,0.999993271965950,0.002637,-0.000587,-0.002482,0.029167,0.129810,0.126140,-0.011963,-0.593262,-0.763672,0
1802,261289824,0.999997393983341,0.000760,-0.000483,-0.002098,0.035107,0.109444,0.116761,-0.010986,-0.591309,-0.763672,0
1803,261306491,0.999997570527453,0.000103,-0.000927,-0.001997,0.045036,0.108134,0.116304,-0.014893,-0.591309,-0.763672,0
1804,261323158,0.999998297612978,-0.000686,-0.001020,-0.001376,0.051994,0.095523,0.115118,-0.015381,-0.592285,-0.762695,0
1805,261339825,0.999999624805947,-0.000183,-0.000182,-0.000827,0.051774,0.086704,0.120357,-0.013428,-0.589844,-0.762695,0
1806,261356492,0.999999689235518,-0.000362,0.000423,-0.000559,0.048655,0.091906,0.118511,-0.015381,-0.589844,-0.766113,0
1807,261373159,0.999995309216441,-0.002977,-0.000134,-0.000707,0.038029,0.079841,0.132146,-0.012939,-0.587891,-0.765137,0
1808,261389826,0.999998821064923,-0.000844,-0.000722,0.001060,0.065786,0.089625,0.109178,-0.015381,-0.581299,-0.767822,0
1809,261406493,0.999996691933862,-0.001409,-0.001533,0.001510,0.054435,0.067810,0.114494,-0.018799,-0.581787,-0.769775,0
1810,261423160,0.999994454940981,0.001951,-0.001832,0.001981,0.058706,0.049034,0.114619,-0.022217,-0.582764,-0.768311,0
1811,261439827,0.999988077796532,0.003064,-0.002806,0.002565,0.046893,0.078739,0.119444,-0.030029,-0.588135,-0.763672,0
1812,261456494,0.999979789370356,0.002912,-0.004522,0.003390,0.060251,0.063121,0.118971,-0.037842,-0.598145,-0.764648,0
1813,261473161,0.999976380164026,0.002155,-0.005493,0.003525,0.052661,0.064332,0.123451,-0.050049,-0.600098,-0.762207,0
1814,261489828,0.999976249586082,0.001467,-0.005924,0.003203,0.055042,0.082311,0.130528,-0.065186,-0.604004,-0.762695,0
1815,261506495,0.999981616667746,-0.000034,-0.005495,0.002564,0.055346,0.092956,0.133171,-0.077148,-0.607910,-0.763184,0
1816,261523162,0.999984367563019,-0.001670,-0.004913,0.002084,0.057383,0.109152,0.133022,-0.087402,-0.604736,-0.766113,0
1817,261539829,0.999980592329873,-0.004137,-0.004129,0.002157,0.063022,0.117340,0.130468,-0.094238,-0.595459,-0.772217,0
1818,261556496,0.999980245139844,-0.005199,-0.002849,0.002089,0.066547,0.106843,0.122135,-0.102295,-0.592529,-0.774170,0
1819,261573163,0.999983507542723,-0.005001,-0.001711,0.002246,0.072338,0.100137,0.122993,-0.109131,-0.580078,-0.778320,0
1820,261589830,0.999985038081927,-0.004789,-0.001568,0.002127,0.072634,0.099409,0.127521,-0.116699,-0.569336,-0.781738,0
1821,261606497,0.999983673902527,-0.004943,-0.001890,0.002155,0.069536,0.102580,0.131096,-0.118164,-0.565918,-0.788086,0
1822,261623164,0.999980103594401,-0.005828,-0.001534,0.001864,0.070945,0.098571,0.131697,-0.125000,-0.553955,-0.793213,0
1823,261639831,0.999979481191341,-0.006191,-0.000928,0.001360,0.065384,0.088756,0.131980,-0.128662,-0.541260,-0.795654,0
1824,261656498,0.999976017107406,-0.006833,-0.000356,0.001072,0.070809,0.082586,0.138299,-0.130127,-0.531982,-0.805664,0
1825,261673165,0.999972011518164,-0.007400,0.000951,0.000561,0.067716,0.072376,0.144859,-0.129395,-0.519531,-0.807617,0
1826,261689832,0.999970505000899,-0.007549,0.001370,0.000353,0.072993,0.073745,0.154366,-0.129395,-0.503906,-0.814209,0
1827,261706499,0.999975573001464,-0.006901,0.001011,0.000460,0.074651,0.073261,0.154012,-0.127930,-0.487549,-0.817139,0
1828,261723166,0.999954172302930,-0.009539,0.000725,0.000364,0.070722,0.071005,0.153339,-0.125732,-0.474609,-0.822266,0
1829,261739833,0.999954508188025,-0.009511,0.000724,-0.000048,0.073246,0.060254,0.141183,-0.122314,-0.455566,-0.830811,0
1830,261756500,0.999952627225183,-0.009647,0.000244,-0.001275,0.072698,0.062150,0.138976,-0.123535,-0.436768,-0.838623,0
1831,261773167,0.999971435786344,-0.007384,0.000815,-0.001394,0.073047,0.076335,0.136395,-0.120605,-0.423096,-0.842773,0
1832,261789834,0.999961095453176,-0.008746,0.001029,-0.000512,0.076766,0.075375,0.130891,-0.119385,-0.403320,-0.846680,0
1833,261806501,0.999968820409924,-0.007620,0.002071,0.000036,0.070896,0.063794,0.111038,-0.118896,-0.387939,-0.853760,0
1834,261823168,0.999985106562040,-0.002945,0.004594,-0.000093,0.065967,0.067481,0.112688,-0.112061,-0.382568,-0.856689,0
1835,261839835,0.999986324551854,-0.002944,0.004322,0.000011,0.057719,0.052668,0.124719,-0.104248,-0.375732,-0.853271,0
1836,261856502,0.999987616736493,-0.003583,0.003313,-0.000977,0.065331,0.046777,0.140536,-0.095947,-0.368408,-0.856689,0
1837,261873169,0.999995981980872,-0.001677,0.002201,-0.000617,0.057098,0.049026,0.134584,-0.086670,-0.365479,-0.859375,0
1838,261889836,0.999999891039431,-0.000115,0.000341,0.000298,0.058556,0.050613,0.129103,-0.085693,-0.365479,-0.857666,0
1839,261906503,0.999998614663654,-0.000895,-0.000995,0.000989,0.064776,0.056741,0.131647,-0.089111,-0.363037,-0.856201,0
1840,261923170,0.999993044452235,-0.002647,-0.002060,0.001632,0.066285,0.055063,0.134659,-0.094482,-0.360107,-0.861816,0
1841,261939837,0.999990730258420,-0.003191,-0.001943,0.002140,0.067206,0.056055,0.139241,-0.098145,-0.353516,-0.860352,0
1842,261956504,0.999979056231633,-0.005488,-0.002132,0.002688,0.072869,0.065713,0.155466,-0.100586,-0.344727,-0.862793,0
1843,261973171,0.999985671542741,-0.004589,-0.000892,0.002608,0.072106,0.057962,0.153690,-0.106934,-0.332275,-0.864258,0
1844,261989838,0.999995509754730,-0.001500,-0.000026,0.002594,0.070129,0.050528,0.147150,-0.110840,-0.330322,-0.865723,0
1845,262006505,0.999994736478903,-0.001735,0.001665,0.002178,0.069201,0.049379,0.142866,-0.109131,-0.327393,-0.866943,0
1846,262023172,0.999989711333683,-0.002991,0.002812,0.001930,0.070169,0.060868,0.145587,-0.103271,-0.323486,-0.869385,0
1847,262039839,0.999989416915631,-0.003850,0.002260,0.001111,0.070035,0.055632,0.149885,-0.099365,-0.314697,-0.867432,0
1848,262056506,0.999993561900257,-0.002996,0.001976,-0.000003,0.068940,0.039972,0.137744,-0.095947,-0.309570,-0.867920,0
1849,262073173,0.999990471786628,-0.002677,0.003186,0.001318,0.066015,0.062969,0.137398,-0.087646,-0.308105,-0.869873,0
1850,262089840,0.999965750963240,-0.007566,0.002909,0.001669,0.066162,0.050935,0.163246,-0.086182,-0.290039,-0.871826,0
1851,262106507,0.999982910304053,-0.003719,0.004028,0.002032,0.069210,0.039281,0.168389,-0.079346,-0.280518,-0.872314,0
1852,262123174,0.999988790349192,-0.002319,0.003586,0.002045,0.067107,0.037189,0.147184,-0.074951,-0.277100,-0.874756,0
1853,262139841,0.999960391579967,-0.004720,0.007256,0.002071,0.066369,0.055847,0.150260,-0.062256,-0.271240,-0.872314,0
1854,262156508,0.999875369136228,-0.012437,0.009522,0.001975,0.061802,0.033126,0.136755,-0.044678,-0.249512,-0.872803,0
1855,262173175,0.999765079553403,-0.011991,0.018051,-0.000407,0.119730,0.020655,0.167582,-0.018311,-0.228271,-0.869873,0
1856,262189842,0.999395287617226,-0.006987,0.033776,-0.004410,0.062554,0.032042,0.148688,0.038086,-0.204834,-0.863525,0
1857,262206509,0.999494378600106,-0.003898,0.030894,-0.006431,-0.001740,0.046809,0.117412,0.104004,-0.198975,-0.849609,0
1858,262223176,0.999407774991605,-0.001029,0.033680,-0.006980,0.025048,0.024020,0.165853,0.165283,-0.188232,-0.830566,0
1859,262239843,0.999611064843920,0.001652,0.027011,-0.006736,-0.053498,0.024119,0.114760,0.228271,-0.182617,-0.806641,0
1860,262256510,0.999877240836635,0.000919,0.015121,-0.004001,-0.003735,0.014906,0.160441,0.255859,-0.178223,-0.795898,0
1861,262273177,0.999948872954648,0.002674,0.009747,0.000298,-0.035034,0.001118,0.122321,0.280518,-0.184082,-0.778809,0
1862,262289844,0.999972489038562,0.007046,0.000332,0.002295,-0.050127,0.024087,0.149765,0.286377,-0.193115,-0.778320,0
1863,262306511,0.999948667795641,0.008870,-0.001137,0.004763,-0.075341,0.021127,0.130746,0.282471,-0.211426,-0.782715,0
1864,262323178,0.999965528774302,0.001392,-0.004241,0.007001,-0.031545,0.043665,0.095826,0.272705,-0.228027,-0.781738,0
1865,262339845,0.999957632119733,-0.000224,0.007844,0.004812,0.043096,0.016690,0.151880,0.282227,-0.227539,-0.775879,0
1866,262356512,0.999963301127768,0.000054,0.007974,0.003133,0.034113,0.040633,0.167338,0.300781,-0.230469,-0.767822,0
1867,262373179,0.999925842348609,0.004547,-0.011187,0.001574,0.023797,0.047836,0.178485,0.287109,-0.237061,-0.776367,0
1868,262389846,0.999834689177305,-0.000592,-0.017916,0.003046,-0.001659,0.061867,0.137607,0.259521,-0.244385,-0.787109,0
1869,262406513,0.999950256917878,-0.001887,-0.008926,0.004031,0.047950,0.028532,0.202474,0.233643,-0.243896,-0.796631,0
1870,262423180,0.999961329432900,-0.003899,-0.007007,0.003611,0.039231,0.014050,0.189226,0.219727,-0.239502,-0.802246,0
1871,262439847,0.999987044287511,-0.000087,-0.004777,0.001755,0.050046,0.015743,0.179882,0.213867,-0.240479,-0.807617,0
1872,262456514,0.999974600582802,0.002912,-0.006479,-0.000585,0.043929,0.023872,0.162419,0.200439,-0.241943,-0.810547,0
1873,262473181,0.999949127568714,0.006393,-0.007605,-0.001740,0.019909,0.046194,0.134299,0.190674,-0.254883,-0.815186,0
1874,262489848,0.999881472423820,0.003922,-0.014802,-0.001598,0.023348,0.039834,0.148999,0.165283,-0.259277,-0.822021,0
1875,262506515,0.999825388041421,0.000554,-0.018677,-0.000273,0.017400,0.039943,0.134104,0.134277,-0.266113,-0.831543,0
1876,262523182,0.999749652693276,-0.001553,-0.022310,0.000707,0.038202,0.041729,0.145685,0.091064,-0.260254,-0.845459,0
1877,262539849,0.999711944493294,0.002067,-0.023866,0.001467,0.042711,0.038911,0.141295,0.042480,-0.263672,-0.854492,0
1878,262556516,0.999838602777286,0.008789,-0.015654,0.000689,0.067486,0.022704,0.152655,0.006592,-0.277832,-0.861816,0
1879,262573183,0.999877518292112,0.012728,-0.009107,0.000085,0.053046,0.039518,0.143112,-0.010986,-0.302490,-0.859375,0
1880,262589850,0.999912547715098,0.011235,-0.006959,-0.000493,0.052387,0.060614,0.145672,-0.028076,-0.322754,-0.859375,0
1881,262606517,0.999941704412282,0.009586,-0.004967,0.000152,0.058280,0.056429,0.147372,-0.037354,-0.340820,-0.856689,0
1882,262623184,0.999928193405014,0.010675,-0.005056,0.002019,0.039449,0.062310,0.149409,-0.049316,-0.362061,-0.851318,0
1883,262639851,0.999909539204280,0.011865,-0.005518,0.003112,0.038200,0.049202,0.141203,-0.057617,-0.385254,-0.850830,0
1884,262656518,0.999911869251421,0.011706,-0.005476,0.003039,0.036933,0.047960,0.139429,-0.069824,-0.409424,-0.846191,0
1885,262673185,0.999921281897573,0.011748,-0.003257,0.002968,0.059116,0.056431,0.146685,-0.080811,-0.430664,-0.839111,0
1886,262689852,0.999947811839581,0.009947,-0.000785,0.002192,0.067018,0.064121,0.153391,-0.084229,-0.449707,-0.830811,0
1887,262706519,0.999933335701287,0.011356,0.000101,0.002088,0.059082,0.063599,0.153458,-0.085449,-0.473389,-0.823242,0
1888,262723186,0.999906744031134,0.013440,0.000376,0.002395,0.055033,0.057498,0.140058,-0.085693,-0.495117,-0.814697,0
1889,262739853,0.999920436230463,0.012461,-0.000236,0.001946,0.062200,0.070671,0.135643,-0.084717,-0.523193,-0.807129,0
1890,262756520,0.999919388444912,0.012492,0.001149,0.001962,0.080457,0.061393,0.123990,-0.087402,-0.543945,-0.798096,0
1891,262773187,0.999937836162870,0.010982,0.001880,0.000440,0.071433,0.099808,0.131753,-0.083252,-0.564941,-0.787598,0
1892,262789854,0.999968842959968,0.007805,0.000986,-0.000650,0.072988,0.093473,0.132080,-0.078857,-0.581299,-0.780762,0
1893,262806521,0.999965386919743,0.008165,0.001574,-0.000283,0.057744,0.082902,0.131657,-0.076172,-0.593018,-0.771729,0
1894,262823188,0.999980880208278,0.005481,0.002694,-0.000971,0.057597,0.119869,0.139244,-0.072266,-0.607910,-0.765137,0
1895,262839855,0.999988898684330,-0.000398,0.003770,-0.002799,0.061785,0.124379,0.140717,-0.065186,-0.606445,-0.760742,0
1896,262856522,0.999974069592731,0.000111,0.005165,-0.005017,0.043617,0.095972,0.131114,-0.052490,-0.607422,-0.763184,0
1897,262873189,0.999955294787227,-0.000763,0.004572,-0.008242,0.054970,0.125028,0.144854,-0.037354,-0.596191,-0.764648,0
1898,262889856,0.999937022512055,-0.003363,0.005741,-0.009038,0.068192,0.149443,0.153079,-0.017822,-0.595703,-0.766602,0
1899,262906523,0.999929212783817,-0.006264,0.006431,-0.007809,0.078632,0.133224,0.149077,-0.003174,-0.580322,-0.765137,0
1900,262923190,0.999947895770255,-0.006394,0.005525,-0.005726,0.069017,0.107860,0.137572,0.014893,-0.565674,-0.770752,0
1901,262939857,0.999926331881585,-0.010403,0.003040,-0.005465,0.067619,0.094567,0.140284,0.026123,-0.547119,-0.777100,0
1902,262956524,0.999879695629633,-0.015004,0.000901,-0.003828,0.067899,0.084737,0.137582,0.028320,-0.522461,-0.786133,0
1903,262973191,0.999876110012422,-0.015513,-0.001900,-0.001874,0.060785,0.062854,0.121667,0.027588,-0.490967,-0.800293,0
1904,262989858,0.999922508257834,-0.011549,-0.004626,0.000436,0.058439,0.044014,0.107975,0.021240,-0.469238,-0.807617,0
1905,263006525,0.999903118103586,-0.012526,-0.006065,0.000253,0.038666,0.048756,0.099116,0.008301,-0.447021,-0.817627,0
1906,263023192,0.999936433967055,-0.008982,-0.006653,-0.001477,0.040199,0.015240,0.082775,-0.005127,-0.427246,-0.828857,0
1907,263039859,0.999930151268654,-0.008872,-0.007484,-0.002229,0.046569,0.033421,0.100636,-0.019531,-0.414551,-0.832764,0
1908,263056526,0.999928480723631,-0.007597,-0.009022,-0.001981,0.066836,0.023925,0.118498,-0.032471,-0.393555,-0.836670,0
1909,263073193,0.999950067811603,-0.006460,-0.007615,-0.000371,0.088745,0.035796,0.145419,-0.048828,-0.381348,-0.843262,0
1910,263089860,0.999929731656152,0.006136,-0.010013,0.001618,0.052895,-0.059706,0.091706,-0.066406,-0.383789,-0.843750,0
1911,263106527,0.999975397076459,0.004984,-0.004675,0.001584,0.027552,0.041427,0.180674,-0.081055,-0.400879,-0.844727,0
1912,263123194,0.999970021715892,0.005908,-0.004414,0.002360,0.025179,0.051986,0.146804,-0.092773,-0.410889,-0.841797,0
1913,263139861,0.999983953950035,0.002905,-0.003107,0.003742,0.056037,0.056003,0.154754,-0.095703,-0.416260,-0.840820,0
1914,263156528,0.999975346165574,0.004137,-0.003232,0.004663,0.069275,0.066996,0.158446,-0.102051,-0.425537,-0.838135,0
1915,263173195,0.999968974496422,0.006083,-0.001959,0.004605,0.072558,0.073991,0.147605,-0.109131,-0.437256,-0.834717,0
1916,263189862,0.999976817597016,0.005813,-0.001343,0.003282,0.081090,0.082601,0.152562,-0.115479,-0.447754,-0.834229,0
1917,263206529,0.999984917118996,0.005024,-0.001052,0.001953,0.079667,0.089424,0.155901,-0.119385,-0.456543,-0.830811,0
1918,263223196,0.999985702237712,0.004975,-0.000425,0.001914,0.068910,0.099032,0.152862,-0.121826,-0.468506,-0.830322,0
1919,263239863,0.999987293684776,0.004678,0.000389,0.001838,0.073290,0.087905,0.151374,-0.121826,-0.475830,-0.826660,0
1920,263256530,0.999987232523847,0.004788,0.000978,0.001287,0.081933,0.085344,0.138475,-0.121582,-0.487061,-0.821289,0
1921,263273197,0.999990259909308,0.004090,0.001642,0.000244,0.089260,0.092935,0.131994,-0.122559,-0.491455,-0.817139,0
1922,263289864,0.999989557873060,0.003999,0.002210,-0.000110,0.075050,0.082727,0.130726,-0.116211,-0.500488,-0.814697,0
1923,263306531,0.999977334124561,0.004769,0.004715,0.000597,0.073359,0.077766,0.140595,-0.106689,-0.511230,-0.814209,0
1924,263323198,0.999996064099298,0.002197,0.001742,0.000102,0.060299,0.096552,0.109292,-0.103271,-0.515381,-0.813232,0
1925,263339865,0.999994103731153,0.003329,0.000665,-0.000515,0.073540,0.077646,0.131852,-0.102295,-0.519043,-0.807617,0
1926,263356532,0.999998016660853,-0.000077,0.001929,-0.000491,0.065410,0.065018,0.100647,-0.096924,-0.517090,-0.807617,0
1927,263373199,0.999993803034931,0.003368,0.001000,-0.000218,0.068715,0.067022,0.127392,-0.093994,-0.526123,-0.805664,0
1928,263389866,0.999994317944080,0.003288,0.000119,-0.000733,0.071553,0.072450,0.117436,-0.093750,-0.531982,-0.800781,0
1929,263406533,0.999998698071674,0.001273,0.000110,-0.000986,0.067028,0.080190,0.125138,-0.092285,-0.535400,-0.802734,0
1930,263423200,0.999997432500681,-0.001410,-0.000671,-0.001642,0.072903,0.083202,0.128594,-0.093750,-0.535400,-0.803223,0
